Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
China,CHN,1960,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,10572023.5
China,CHN,1961,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.334
China,CHN,1961,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,410.621
China,CHN,1961,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,521.116
China,CHN,1961,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,42.148
China,CHN,1961,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,38.982
China,CHN,1961,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.863
China,CHN,1961,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,32.51377
China,CHN,1961,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,23.334438
China,CHN,1961,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,12.1549
China,CHN,1961,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,9.7866
China,CHN,1961,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,7816617.5
China,CHN,1961,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,8252056.5
China,CHN,1961,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,7709604.5
China,CHN,1961,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,8146811.5
China,CHN,1961,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,8461202
China,CHN,1961,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,8939676.5
China,CHN,1961,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,9864480.5
China,CHN,1961,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,10414826.5
China,CHN,1961,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,10002280.5
China,CHN,1961,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,10544957.5
China,CHN,1961,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,9765213.5
China,CHN,1961,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,10275587.5
China,CHN,1962,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.365
China,CHN,1962,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,319.608
China,CHN,1962,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,420.312
China,CHN,1962,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,53.04
China,CHN,1962,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,48.813
China,CHN,1962,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.085
China,CHN,1962,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,47.087501
China,CHN,1962,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,35.506056
China,CHN,1962,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,13.7182
China,CHN,1962,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,10.9329
China,CHN,1962,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,9818693
China,CHN,1962,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,10371405
China,CHN,1962,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,7335966
China,CHN,1962,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,7739815.5
China,CHN,1962,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,7474752.5
China,CHN,1962,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,7887485
China,CHN,1962,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,8282186.5
China,CHN,1962,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,8752081
China,CHN,1962,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,9706486
China,CHN,1962,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,10254084
China,CHN,1962,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,9878409.5
China,CHN,1962,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,10420227
China,CHN,1963,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,83.276
China,CHN,1963,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,313.046
China,CHN,1963,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,410.834
China,CHN,1963,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,53.608
China,CHN,1963,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,49.407
China,CHN,1963,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.513
China,CHN,1963,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,47.971833
China,CHN,1963,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,36.537757
China,CHN,1963,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,13.8305
China,CHN,1963,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,11.0508
China,CHN,1963,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,13697850
China,CHN,1963,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,14473485
China,CHN,1963,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,9411688
China,CHN,1963,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,9925169.5
China,CHN,1963,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,7213352.5
China,CHN,1963,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,7593533.5
China,CHN,1963,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,7375708
China,CHN,1963,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,7777508.5
China,CHN,1963,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,8194385
China,CHN,1963,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,8659634.5
China,CHN,1963,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,9623477
China,CHN,1963,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,10169610
China,CHN,1964,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,69.4
China,CHN,1964,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,304.531
China,CHN,1964,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,399.342
China,CHN,1964,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,54.337
China,CHN,1964,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,50.157
China,CHN,1964,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.672
China,CHN,1964,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,49.124416
China,CHN,1964,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,37.839351
China,CHN,1964,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,13.997
China,CHN,1964,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,11.2157
China,CHN,1964,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,14465848.5
China,CHN,1964,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,15287711
China,CHN,1964,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13148099
China,CHN,1964,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13870440.5
China,CHN,1964,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,9262886
China,CHN,1964,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,9747401.5
China,CHN,1964,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,7121686
China,CHN,1964,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,7492069.5
China,CHN,1964,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,7300694
China,CHN,1964,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,7698866
China,CHN,1964,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,8126954.5
China,CHN,1964,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,8591248
China,CHN,1965,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,59.938
China,CHN,1965,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,294.639
China,CHN,1965,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,388.835
China,CHN,1965,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,55.135
China,CHN,1965,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,50.868
China,CHN,1965,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.605
China,CHN,1965,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,50.416924
China,CHN,1965,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,39.049361
China,CHN,1965,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,14.1981
China,CHN,1965,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,11.3613
China,CHN,1965,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,13750428
China,CHN,1965,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,14535716.5
China,CHN,1965,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13905632
China,CHN,1965,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,14672890.5
China,CHN,1965,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,12951346.5
China,CHN,1965,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13634662
China,CHN,1965,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,9152287.5
China,CHN,1965,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,9625160
China,CHN,1965,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,7052688.5
China,CHN,1965,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,7420134.5
China,CHN,1965,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,7243431.5
China,CHN,1965,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,7641160
China,CHN,1966,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.066
China,CHN,1966,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,287.47
China,CHN,1966,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,376.496
China,CHN,1966,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,55.786
China,CHN,1966,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,51.639
China,CHN,1966,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.307
China,CHN,1966,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,51.420443
China,CHN,1966,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,40.505099
China,CHN,1966,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,14.3538
China,CHN,1966,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,11.5879
China,CHN,1966,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,13590675
China,CHN,1966,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,14371397.5
China,CHN,1966,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13239167
China,CHN,1966,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13974559.5
China,CHN,1966,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,13708219.5
China,CHN,1966,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,14435769.5
China,CHN,1966,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,12804696.5
China,CHN,1966,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,13472307.5
China,CHN,1966,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,9068791.5
China,CHN,1966,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,9538372
China,CHN,1966,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,6999890
China,CHN,1966,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,7367273.5
China,CHN,1967,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.001
China,CHN,1967,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,278.798
China,CHN,1967,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,364.6
China,CHN,1967,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,56.466
China,CHN,1967,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,52.37
China,CHN,1967,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.806
China,CHN,1967,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,52.532423
China,CHN,1967,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,41.89706
China,CHN,1967,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,14.5245
China,CHN,1967,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,11.794
China,CHN,1967,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,13001359
China,CHN,1967,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,13752755.5
China,CHN,1967,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13103606
China,CHN,1967,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13836641.5
China,CHN,1967,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,13061054
China,CHN,1967,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13760268
China,CHN,1967,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,13559998
China,CHN,1967,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,14271631
China,CHN,1967,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,12693089.5
China,CHN,1967,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,13356398.5
China,CHN,1967,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,9004332.5
China,CHN,1967,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,9474253.5
China,CHN,1968,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,48.075
China,CHN,1968,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,270.363
China,CHN,1968,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,352.332
China,CHN,1968,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.123
China,CHN,1968,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,53.106
China,CHN,1968,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.508
China,CHN,1968,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,53.614789
China,CHN,1968,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,43.336639
China,CHN,1968,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,14.6876
China,CHN,1968,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,12.0098
China,CHN,1968,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,13548245.5
China,CHN,1968,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,14334612.5
China,CHN,1968,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,12550938.5
China,CHN,1968,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13258063.5
China,CHN,1968,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,12935678
China,CHN,1968,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13634225.5
China,CHN,1968,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,12926355.5
China,CHN,1968,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,13611195
China,CHN,1968,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,13446480
China,CHN,1968,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,14153955
China,CHN,1968,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,12606435.5
China,CHN,1968,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,13270288.5
China,CHN,1969,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.714
China,CHN,1969,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,262.09
China,CHN,1969,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,341.615
China,CHN,1969,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.774
China,CHN,1969,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,53.804
China,CHN,1969,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.175
China,CHN,1969,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,54.695269
China,CHN,1969,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,44.665434
China,CHN,1969,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,14.8503
China,CHN,1969,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,12.2001
China,CHN,1969,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,14332424
China,CHN,1969,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,15169459
China,CHN,1969,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13095442
China,CHN,1969,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13837496
China,CHN,1969,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,12397677
China,CHN,1969,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13073109.5
China,CHN,1969,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,12808251.5
China,CHN,1969,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,13492972.5
China,CHN,1969,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,12822833.5
China,CHN,1969,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,13503971
China,CHN,1969,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,13358007.5
China,CHN,1969,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,14066317
China,CHN,1970,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.875
China,CHN,1970,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.196
China,CHN,1970,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,252.61
China,CHN,1970,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,329.202
China,CHN,1970,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.617
China,CHN,1970,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,54.685
China,CHN,1970,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.085
China,CHN,1970,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,56.055724
China,CHN,1970,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,46.288362
China,CHN,1970,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,0
China,CHN,1970,The age at which women and men can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,0
China,CHN,1970,The mandatory retirement age for women and men is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
China,CHN,1970,The age at which women and men can retire with partial pension benefits is the same (1=yes; 0=no),SG.AGE.PAPN.EQ,1
China,CHN,1970,A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,1
China,CHN,1970,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,1
China,CHN,1970,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,1
China,CHN,1970,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,1
China,CHN,1970,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,0
China,CHN,1970,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,0
China,CHN,1970,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1
China,CHN,1970,A woman can be "head of household" in the same way as a man (1=yes; 0=no),SG.HLD.HEAD.EQ,1
China,CHN,1970,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,1
China,CHN,1970,Male and female surviving spouses have equal rights to inherit assets (1=yes; 0=no),SG.IHT.ASST.EQ,1
China,CHN,1970,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),SG.IHT.ASST.PT.EQ,1
China,CHN,1970,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,0
China,CHN,1970,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),SG.LAW.ASST.AR,1
China,CHN,1970,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),SG.LAW.CRDD.GR,0
China,CHN,1970,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,0
China,CHN,1970,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),SG.LAW.NMCN,1
China,CHN,1970,The law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,0
China,CHN,1970,The law is free of legal provisions that require a married woman to obey her husband (1=yes; 0=no),SG.LAW.OBHB.MR.NO,1
China,CHN,1970,There is legislation specifically addressing domestic violence (1=yes; 0=no),SG.LEG.DVAW,0
China,CHN,1970,There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,0
China,CHN,1970,A woman can choose where to live in the same way as a man (1=yes; 0=no),SG.LOC.LIVE.EQ,1
China,CHN,1970,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,1
China,CHN,1970,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,1
China,CHN,1970,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,1
China,CHN,1970,Women and men have equal ownership rights to immovable property (1=yes; 0=no),SG.OWN.PRRT.IM,1
China,CHN,1970,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,0
China,CHN,1970,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,1
China,CHN,1970,Length of paid maternity leave (calendar days),SH.MMR.LEVE,56
China,CHN,1970,Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),SH.MMR.LEVE.AL,0
China,CHN,1970,The government administers 100 percent of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,0
China,CHN,1970,Length of paid shared parental leave (calendar days),SH.PAR.LEVE,0
China,CHN,1970,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,0
China,CHN,1970,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0
China,CHN,1970,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0
China,CHN,1970,Length of paid paternity leave (calendar days),SH.PTR.LEVE,0
China,CHN,1970,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,0
China,CHN,1970,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,15.0581
China,CHN,1970,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,12.4351
China,CHN,1970,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,14327549
China,CHN,1970,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,15174102.5
China,CHN,1970,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,13872715
China,CHN,1970,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,14665173
China,CHN,1970,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,12945370.5
China,CHN,1970,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13656544
China,CHN,1970,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,12282194.5
China,CHN,1970,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,12944838.5
China,CHN,1970,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,12711023.5
China,CHN,1970,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,13392023.5
China,CHN,1970,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,12742712.5
China,CHN,1970,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,13424617.5
China,CHN,1971,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.875
China,CHN,1971,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.541
China,CHN,1971,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,242.725
China,CHN,1971,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,314.247
China,CHN,1971,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.487
